business_address,business_city,business_name,business_state,business_type,business_website,business_zip,contact_email,contact_name,contact_number,date_posted,date_scraped,description,hospital_id,hospital_name,hospital_type,job_address,job_city,job_salary,job_state,job_type,source_site,specialty,title,url
,East Jordan,MDstaffers,Michigan,,,,,,,"Aug 28, 2020",11/01/2021 17:00:27,,,MDstaffers,,,East Jordan,,Michigan,,jamanetwork,Family Medicine,"Family Medicine Physician (East Jordan, MI)",careers.jamanetwork.com/job/110163046/family-medicine-physician-east-jordan-mi-/?LinkSource=PromotedJob
,Crescent City,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:00:27,,,MDstaffers,,,Crescent City,,California,,jamanetwork,Family Medicine,"Primary Care Physician (Crescent City, CA)",careers.jamanetwork.com/job/110163045/primary-care-physician-crescent-city-ca-/?LinkSource=PromotedJob
,Phoenix,BANNER UNIVERSITY MEDICAL CENTER - PHOENIX (BUMC-P),Arizona,,,,doctors@bannerhealth.com,,602-747-4521,"Nov 16, 2020",11/01/2021 17:00:28,,,BANNER UNIVERSITY MEDICAL CENTER - PHOENIX (BUMC-P),,,Phoenix,,Arizona,Full Time,jamanetwork,Cardiology,HEART FAILURE SPECIALIST - ACADEMIC CARDIOLOGIST,careers.jamanetwork.com/job/110168123/heart-failure-specialist-academic-cardiologist/?LinkSource=PremiumListing
,Salinas,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:00:28,,,MDstaffers,,,Salinas,,California,,jamanetwork,Family Medicine,"Family Medicine Physician (Salinas, CA)",careers.jamanetwork.com/job/110163042/family-medicine-physician-salinas-ca-/?LinkSource=PromotedJob
,Lynchburg,Centra Medical Group,VA,,,,adam.meyer@centrahealth.com,,,"Dec 09, 2020",11/01/2021 17:00:29,,,Centra Medical Group,,,Lynchburg,,VA,,jamanetwork,Neurology,Neurologist Opportunity - 75% Outpatient/ 25% Inpatient,careers.jamanetwork.com/job/110169411/neurologist-opportunity-75-percent-outpatient-25-percent-inpatient/?LinkSource=PromotedJob
,Tucson,BANNER UNIVERSITY MEDICAL CENTER - SOUTH (BUMC-S),Arizona,,,,doctors@bannerhealth.com,,520-694-6730,"Nov 18, 2020",11/01/2021 17:00:31,,,BANNER UNIVERSITY MEDICAL CENTER - SOUTH (BUMC-S),,,Tucson,,Arizona,Full Time,jamanetwork,Psychiatry,Clinical Faculty: Inpatient Psychiatrist | University of Arizona and Banner University Medical Group,careers.jamanetwork.com/job/110168287/clinical-faculty-inpatient-psychiatrist-university-of-arizona-and-banner-university-medical-group/?LinkSource=PremiumListing
,St. Johns,MDstaffers,Michigan,,,,,,,"Aug 28, 2020",11/01/2021 17:00:32,,,MDstaffers,,,St. Johns,,Michigan,,jamanetwork,Psychiatry,"Psychiatrist (St. Johns, MI)",careers.jamanetwork.com/job/110163032/psychiatrist-st-johns-mi-/?LinkSource=PromotedJob
,,MDstaffers,Georgia,,,,,,,"Nov 23, 2020",11/01/2021 17:00:35,,,MDstaffers,,,,,Georgia,,jamanetwork,Psychiatry,Telepsychiatrist (Georgia),careers.jamanetwork.com/job/110168551/telepsychiatrist-georgia-/?LinkSource=PromotedJob
,South Attleboro,MDstaffers,Massachusetts,,,,,,,"Aug 28, 2020",11/01/2021 17:00:39,,,MDstaffers,,,South Attleboro,,Massachusetts,,jamanetwork,Psychiatry,"Psychiatrist (South Attleboro, MA)",careers.jamanetwork.com/job/110163030/psychiatrist-south-attleboro-ma-/?LinkSource=PromotedJob
,Soledad,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:00:41,,,MDstaffers,,,Soledad,,California,,jamanetwork,Family Medicine,"Primary Care Physician (Soledad, CA)",careers.jamanetwork.com/job/110163028/primary-care-physician-soledad-ca-/?LinkSource=PromotedJob
,Chowchilla,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:00:42,,,MDstaffers,,,Chowchilla,,California,,jamanetwork,Psychiatry,"Psychiatrist (Chowchilla, CA)",careers.jamanetwork.com/job/110163025/psychiatrist-chowchilla-ca-/?LinkSource=PromotedJob
,Stockton,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:00:46,,,MDstaffers,,,Stockton,,California,,jamanetwork,Psychiatry,"Psychiatrist (Stockton, CA)",careers.jamanetwork.com/job/110163023/psychiatrist-stockton-ca-/?LinkSource=PromotedJob
,Pembroke,MDstaffers,Massachusetts,,,,,,,"Aug 28, 2020",11/01/2021 17:00:46,,,MDstaffers,,,Pembroke,,Massachusetts,,jamanetwork,Psychiatry,"Psychiatrist (Pembroke, MA)",careers.jamanetwork.com/job/110163031/psychiatrist-pembroke-ma-/?LinkSource=PromotedJob
,Honolulu,MDstaffers,Hawaii,,,,,,,"Aug 28, 2020",11/01/2021 17:00:47,,,MDstaffers,,,Honolulu,,Hawaii,,jamanetwork,Family Medicine,"Primary Care Physician (Honolulu, HI)",careers.jamanetwork.com/job/110163024/primary-care-physician-honolulu-hi-/?LinkSource=PromotedJob
,Meridian,MDstaffers,Mississippi,,,,,,,"Aug 28, 2020",11/01/2021 17:00:48,,,MDstaffers,,,Meridian,,Mississippi,,jamanetwork,Psychiatry,"General Psychiatrist (Meridian, MS)",careers.jamanetwork.com/job/110163020/general-psychiatrist-meridian-ms-/?LinkSource=PromotedJob
,San Francisco,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:00:48,,,MDstaffers,,,San Francisco,,California,,jamanetwork,Family Medicine,"Primary Care Physician or Orthopedist (San Francisco, CA)",careers.jamanetwork.com/job/110163044/primary-care-physician-or-orthopedist-san-francisco-ca-/?LinkSource=PromotedJob
,Clearlake,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:00:49,,,MDstaffers,,,Clearlake,,California,,jamanetwork,Family Medicine,"Family Medicine Physician (Clearlake, CA)",careers.jamanetwork.com/job/110163022/family-medicine-physician-clearlake-ca-/?LinkSource=PromotedJob
,Mesa,MDstaffers,Arizona,,,,,,,"Aug 28, 2020",11/01/2021 17:00:54,,,MDstaffers,,,Mesa,,Arizona,,jamanetwork,Psychiatry,"Psychiatrist (Mesa, AZ)",careers.jamanetwork.com/job/110163033/psychiatrist-mesa-az-/?LinkSource=PromotedJob
,Moultrie,MDstaffers,Georgia,,,,,,,"Aug 28, 2020",11/01/2021 17:00:55,,,MDstaffers,,,Moultrie,,Georgia,,jamanetwork,Psychiatry,"Psychiatrist (Moultrie, GA)",careers.jamanetwork.com/job/110163029/psychiatrist-moultrie-ga-/?LinkSource=PromotedJob
,Ukiah,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:00:55,,,MDstaffers,,,Ukiah,,California,,jamanetwork,Surgery,"Orthopedic Surgeon (Ukiah, CA)",careers.jamanetwork.com/job/110163011/orthopedic-surgeon-ukiah-ca-/?LinkSource=PromotedJob
,Mountain View,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:00:55,,,MDstaffers,,,Mountain View,,California,,jamanetwork,Neurology,"Vascular Neurologist (Mountain View, CA)",careers.jamanetwork.com/job/110163019/vascular-neurologist-mountain-view-ca-/?LinkSource=PromotedJob
,Wasco,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:00:59,,,MDstaffers,,,Wasco,,California,,jamanetwork,Family Medicine,"Primary Care Physician (Wasco, CA)",careers.jamanetwork.com/job/110163026/primary-care-physician-wasco-ca-/?LinkSource=PromotedJob
,Los Gatos,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:01:00,,,MDstaffers,,,Los Gatos,,California,,jamanetwork,Neurology,"Vascular Neurologist (Los Gatos, CA)",careers.jamanetwork.com/job/110163018/vascular-neurologist-los-gatos-ca-/?LinkSource=PromotedJob
,West Sacramento,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:01:00,,,MDstaffers,,,West Sacramento,,California,,jamanetwork,Pediatrics,"Private Practice Pediatrician (West Sacramento, CA)",careers.jamanetwork.com/job/110163012/private-practice-pediatrician-west-sacramento-ca-/?LinkSource=PromotedJob
,Ione,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:01:00,,,MDstaffers,,,Ione,,California,,jamanetwork,Family Medicine,"Primary Care Physician (Ione, CA)",careers.jamanetwork.com/job/110163027/primary-care-physician-ione-ca-/?LinkSource=PromotedJob
,Ukiah,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:01:01,,,MDstaffers,,,Ukiah,,California,,jamanetwork,Family Medicine,"Family Medicine Physician (Ukiah, CA)",careers.jamanetwork.com/job/110163008/family-medicine-physician-ukiah-ca-/?LinkSource=PromotedJob
,Clearlake,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:01:05,,,MDstaffers,,,Clearlake,,California,,jamanetwork,Surgery,"Orthopedic Surgeon (Clearlake, CA)",careers.jamanetwork.com/job/110163001/orthopedic-surgeon-clearlake-ca-/?LinkSource=PromotedJob
,Ukiah,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:01:06,,,MDstaffers,,,Ukiah,,California,,jamanetwork,Oncology,"Medical Oncologist (Ukiah, CA)",careers.jamanetwork.com/job/110163006/medical-oncologist-ukiah-ca-/?LinkSource=PromotedJob
,Clearlake,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:01:07,,,MDstaffers,,,Clearlake,,California,,jamanetwork,Family Medicine,"Family Medicine Physician (Clearlake, CA)",careers.jamanetwork.com/job/110162999/family-medicine-physician-clearlake-ca-/?LinkSource=PromotedJob
,Ukiah,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:01:07,,,MDstaffers,,,Ukiah,,California,,jamanetwork,Gynecology,"OBGYN (Ukiah, CA)",careers.jamanetwork.com/job/110163005/obgyn-ukiah-ca-/?LinkSource=PromotedJob
,Ukiah,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:01:08,,,MDstaffers,,,Ukiah,,California,,jamanetwork,Family Medicine,"Family Medicine Physician (Ukiah, CA)",careers.jamanetwork.com/job/110163000/family-medicine-physician-ukiah-ca-/?LinkSource=PromotedJob
,Ukiah,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:01:08,,,MDstaffers,,,Ukiah,,California,,jamanetwork,Gastroenterology,"Gastroenterologist (Ukiah, CA)",careers.jamanetwork.com/job/110163004/gastroenterologist-ukiah-ca-/?LinkSource=PromotedJob
,Vacaville,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:01:09,,,MDstaffers,,,Vacaville,,California,,jamanetwork,Psychiatry,"Psychiatrist (Vacaville, CA)",careers.jamanetwork.com/job/110162952/psychiatrist-vacaville-ca-/?LinkSource=PromotedJob
,Ione,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:01:10,,,MDstaffers,,,Ione,,California,,jamanetwork,Psychiatry,"Psychiatrist (Ione, CA)",careers.jamanetwork.com/job/110162950/psychiatrist-ione-ca-/?LinkSource=PromotedJob
,Wilmington,MDstaffers,Delaware,,,,,,,"Aug 28, 2020",11/01/2021 17:01:12,,,MDstaffers,,,Wilmington,,Delaware,,jamanetwork,Psychiatry,"Child / Adolescent Psychiatrist (Wilmington, DE)",careers.jamanetwork.com/job/110162998/child-adolescent-psychiatrist-wilmington-de-/?LinkSource=PromotedJob
,Corcoran,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:01:14,,,MDstaffers,,,Corcoran,,California,,jamanetwork,Psychiatry,"Psychiatrist (Corcoran, CA)",careers.jamanetwork.com/job/110162992/psychiatrist-corcoran-ca-/?LinkSource=PromotedJob
,Wasco,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:01:15,,,MDstaffers,,,Wasco,,California,,jamanetwork,Psychiatry,"Psychiatrist (Wasco, CA)",careers.jamanetwork.com/job/110162951/psychiatrist-wasco-ca-/?LinkSource=PromotedJob
,San Luis Obispo,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:01:17,,,MDstaffers,,,San Luis Obispo,,California,,jamanetwork,Psychiatry,"Psychiatrist (San Luis Obispo, CA)",careers.jamanetwork.com/job/110162947/psychiatrist-san-luis-obispo-ca-/?LinkSource=PromotedJob
,Delano,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:01:17,,,MDstaffers,,,Delano,,California,,jamanetwork,Psychiatry,"Psychiatrist (Delano, CA)",careers.jamanetwork.com/job/110162948/psychiatrist-delano-ca-/?LinkSource=PromotedJob
,Coalinga,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:01:18,,,MDstaffers,,,Coalinga,,California,,jamanetwork,Psychiatry,"Psychiatrist (Coalinga, CA)",careers.jamanetwork.com/job/110162946/psychiatrist-coalinga-ca-/?LinkSource=PromotedJob
,Lake County,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:01:18,,,MDstaffers,,,Lake County,,California,,jamanetwork,Cardiology,"General Cardiologist (Lake County, CA)",careers.jamanetwork.com/job/110162941/general-cardiologist-lake-county-ca-/?LinkSource=PromotedJob
,Sacramento,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:01:22,,,MDstaffers,,,Sacramento,,California,,jamanetwork,Surgery,"Vascular Surgeon or Phlebologist (Sacramento, CA)",careers.jamanetwork.com/job/110163021/vascular-surgeon-or-phlebologist-sacramento-ca-/?LinkSource=PromotedJob
,Corona,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:01:23,,,MDstaffers,,,Corona,,California,,jamanetwork,Psychiatry,"Psychiatrist (Corona, CA)",careers.jamanetwork.com/job/110162943/psychiatrist-corona-ca-/?LinkSource=PromotedJob
,Othello,MDstaffers,Washington,,,,,,,"Aug 28, 2020",11/01/2021 17:01:24,,,MDstaffers,,,Othello,,Washington,,jamanetwork,Family Medicine,"Family Medicine Physician with OB (Othello, WA)",careers.jamanetwork.com/job/110162942/family-medicine-physician-with-ob-othello-wa-/?LinkSource=PromotedJob
,Stockton,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:01:24,,,MDstaffers,,,Stockton,,California,,jamanetwork,Neurology,"Neurologist (Stockton, CA)",careers.jamanetwork.com/job/110162901/neurologist-stockton-ca-/?LinkSource=PromotedJob
,Medford,MDstaffers,Oregon,,,,,,,"Aug 28, 2020",11/01/2021 17:01:25,,,MDstaffers,,,Medford,,Oregon,,jamanetwork,Urology,"Urologist (Medford, OR)",careers.jamanetwork.com/job/110162944/urologist-medford-or-/?LinkSource=PromotedJob
,Poughkeepsie,MDstaffers,New York,,,,,,,"Aug 28, 2020",11/01/2021 17:01:26,,,MDstaffers,,,Poughkeepsie,,New York,,jamanetwork,Gynecology,"OBGYN (Poughkeepsie, NY)",careers.jamanetwork.com/job/110162945/obgyn-poughkeepsie-ny-/?LinkSource=PromotedJob
,Redding,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:01:26,,,MDstaffers,,,Redding,,California,,jamanetwork,Cardiology,"Cardiologist (Redding, CA)",careers.jamanetwork.com/job/110162904/cardiologist-redding-ca-/?LinkSource=PromotedJob
,Stockton,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:01:27,,,MDstaffers,,,Stockton,,California,,jamanetwork,Psychiatry,"Psychiatrist (Stockton, CA)",careers.jamanetwork.com/job/110162903/psychiatrist-stockton-ca-/?LinkSource=PromotedJob
,Ukiah,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:01:27,,,MDstaffers,,,Ukiah,,California,,jamanetwork,Urology,"Urologist (Ukiah, CA)",careers.jamanetwork.com/job/110163009/urologist-ukiah-ca-/?LinkSource=PromotedJob
,Los Angeles,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:01:28,,,MDstaffers,,,Los Angeles,,California,,jamanetwork,Emergency Medicine,"Telemedicine Urgent Care Physician (Los Angeles, CA)",careers.jamanetwork.com/job/110162938/telemedicine-urgent-care-physician-los-angeles-ca-/?LinkSource=PromotedJob
,Mountain View,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:01:32,,,MDstaffers,,,Mountain View,,California,,jamanetwork,Hematology,"Hematologist-Oncologist (Mountain View, CA)",careers.jamanetwork.com/job/110162896/hematologist-oncologist-mountain-view-ca-/?LinkSource=PromotedJob
,San Francisco,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:01:33,,,MDstaffers,,,San Francisco,,California,,jamanetwork,Emergency Medicine,"Telemedicine Urgent Care Physician (San Francisco, CA)",careers.jamanetwork.com/job/110162939/telemedicine-urgent-care-physician-san-francisco-ca-/?LinkSource=PromotedJob
,San Quentin,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:01:38,,,MDstaffers,,,San Quentin,,California,,jamanetwork,Family Medicine,"Primary Care Physician (San Quentin, CA)",careers.jamanetwork.com/job/110162949/primary-care-physician-san-quentin-ca-/?LinkSource=PromotedJob
,Ukiah,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:01:39,,,MDstaffers,,,Ukiah,,California,,jamanetwork,Pediatrics,"Pediatrician (Ukiah, CA)",careers.jamanetwork.com/job/110163007/pediatrician-ukiah-ca-/?LinkSource=PromotedJob
,Milpitas,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:01:39,,,MDstaffers,,,Milpitas,,California,,jamanetwork,Family Medicine,"Primary Care Physician (Milpitas, CA)",careers.jamanetwork.com/job/110162894/primary-care-physician-milpitas-ca-/?LinkSource=PromotedJob
,Medford,MDstaffers,Oregon,,,,,,,"Aug 28, 2020",11/01/2021 17:01:39,,,MDstaffers,,,Medford,,Oregon,,jamanetwork,Neurology,"Neuromuscular Neurologist (Medford, OR)",careers.jamanetwork.com/job/110162899/neuromuscular-neurologist-medford-or-/?LinkSource=PromotedJob
,Merced,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:01:39,,,MDstaffers,,,Merced,,California,,jamanetwork,Otolaryngology,"ENT Physician/Otolaryngologist (Merced, CA)",careers.jamanetwork.com/job/110162892/ent-physician-otolaryngologist-merced-ca-/?LinkSource=PromotedJob
,Grass Valley,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:01:40,,,MDstaffers,,,Grass Valley,,California,,jamanetwork,Neurology,"Neurologist (Grass Valley, CA)",careers.jamanetwork.com/job/110162900/neurologist-grass-valley-ca-/?LinkSource=PromotedJob
,Grass Valley,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:01:40,,,MDstaffers,,,Grass Valley,,California,,jamanetwork,Gynecology,"OBGYN (Grass Valley, CA)",careers.jamanetwork.com/job/110162884/obgyn-grass-valley-ca-/?LinkSource=PromotedJob
,Farmington,MDstaffers,Missouri,,,,,,,"Aug 28, 2020",11/01/2021 17:01:41,,,MDstaffers,,,Farmington,,Missouri,,jamanetwork,Psychiatry,"Psychiatrist (Farmington, MO)",careers.jamanetwork.com/job/110162893/psychiatrist-farmington-mo-/?LinkSource=PromotedJob
,Surprise,MDstaffers,Arizona,,,,,,,"Aug 28, 2020",11/01/2021 17:01:42,,,MDstaffers,,,Surprise,,Arizona,,jamanetwork,Family Medicine,"Family Medicine Physician with OB (Surprise, AZ)",careers.jamanetwork.com/job/110162883/family-medicine-physician-with-ob-surprise-az-/?LinkSource=PromotedJob
,Lake County,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:01:42,,,MDstaffers,,,Lake County,,California,,jamanetwork,Family Medicine,"Family Medicine Physician with OB (Lake County, CA)",careers.jamanetwork.com/job/110162940/family-medicine-physician-with-ob-lake-county-ca-/?LinkSource=PromotedJob
,Merced,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:01:43,,,MDstaffers,,,Merced,,California,,jamanetwork,Neurology,"Neurologist (Merced, CA)",careers.jamanetwork.com/job/110162924/neurologist-merced-ca-/?LinkSource=PromotedJob
,Berlin,MDstaffers,Maryland,,,,,,,"Aug 28, 2020",11/01/2021 17:01:44,,,MDstaffers,,,Berlin,,Maryland,,jamanetwork,Surgery,"Orthopedic Surgeon (Berlin, MD)",careers.jamanetwork.com/job/110162890/orthopedic-surgeon-berlin-md-/?LinkSource=PromotedJob
,Yuba City,MDstaffers,California,,,,,,,"Sep 18, 2020",11/01/2021 17:01:47,,,MDstaffers,,,Yuba City,,California,,jamanetwork,Family Medicine,"Family Medicine Physician (Yuba City, CA)",careers.jamanetwork.com/job/110164142/family-medicine-physician-yuba-city-ca-/?LinkSource=PromotedJob
,San Jose,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:01:53,,,MDstaffers,,,San Jose,,California,,jamanetwork,Family Medicine,"Primary Care Physician (San Jose, CA)",careers.jamanetwork.com/job/110162897/primary-care-physician-san-jose-ca-/?LinkSource=PromotedJob
,Santa Ana,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:01:56,,,MDstaffers,,,Santa Ana,,California,,jamanetwork,Psychiatry,"Telemedicine Psychiatrist (Santa Ana, CA)",careers.jamanetwork.com/job/110162882/telemedicine-psychiatrist-santa-ana-ca-/?LinkSource=PromotedJob
,Folsom,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:01:58,,,MDstaffers,,,Folsom,,California,,jamanetwork,Psychiatry,"Psychiatrist (Folsom, CA)",careers.jamanetwork.com/job/110163059/psychiatrist-folsom-ca-/?LinkSource=PromotedJob
,San Francisco,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:01:58,,,MDstaffers,,,San Francisco,,California,,jamanetwork,Other Specialty,"Medical Director (San Francisco, CA)",careers.jamanetwork.com/job/110162887/medical-director-san-francisco-ca-/?LinkSource=PromotedJob
,Tuolumne County,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:02:01,,,MDstaffers,,,Tuolumne County,,California,,jamanetwork,Hematology,"Hematologist-Oncologist (Tuolumne County, CA)",careers.jamanetwork.com/job/110162826/hematologist-oncologist-tuolumne-county-ca-/?LinkSource=PromotedJob
,Montebello,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:02:01,,,MDstaffers,,,Montebello,,California,,jamanetwork,Hematology,"Hematologist-Oncologist (Montebello, CA)",careers.jamanetwork.com/job/110162854/hematologist-oncologist-montebello-ca-/?LinkSource=PromotedJob
,Lynwood,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:02:01,,,MDstaffers,,,Lynwood,,California,,jamanetwork,Hematology,"Hematologist-Oncologist (Lynwood, CA)",careers.jamanetwork.com/job/110162856/hematologist-oncologist-lynwood-ca-/?LinkSource=PromotedJob
,Los Angeles,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:02:05,,,MDstaffers,,,Los Angeles,,California,,jamanetwork,Hematology,"Hematologist-Oncologist (Los Angeles, CA)",careers.jamanetwork.com/job/110162857/hematologist-oncologist-los-angeles-ca-/?LinkSource=PromotedJob
,Tuolumne County,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:02:06,,,MDstaffers,,,Tuolumne County,,California,,jamanetwork,Family Medicine,"Family Medicine Physician (Tuolumne County, CA)",careers.jamanetwork.com/job/110162827/family-medicine-physician-tuolumne-county-ca-/?LinkSource=PromotedJob
,Stockton,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:02:06,,,MDstaffers,,,Stockton,,California,,jamanetwork,Surgery,"General Orthopedic Surgeon (Stockton, CA)",careers.jamanetwork.com/job/110162830/general-orthopedic-surgeon-stockton-ca-/?LinkSource=PromotedJob
,Jackson,MDstaffers,Tennessee,,,,,,,"Aug 28, 2020",11/01/2021 17:02:07,,,MDstaffers,,,Jackson,,Tennessee,,jamanetwork,Other Specialty,"Acute Care Surgicalist (Jackson, TN)",careers.jamanetwork.com/job/110162839/acute-care-surgicalist-jackson-tn-/?LinkSource=PromotedJob
,Tuolumne County,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:02:07,,,MDstaffers,,,Tuolumne County,,California,,jamanetwork,Other Specialty,"Medical Director (Tuolumne County, CA)",careers.jamanetwork.com/job/110162828/medical-director-tuolumne-county-ca-/?LinkSource=PromotedJob
,Chino,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:02:09,,,MDstaffers,,,Chino,,California,,jamanetwork,Psychiatry,"Psychiatrist (Chino, CA)",careers.jamanetwork.com/job/110162834/psychiatrist-chino-ca-/?LinkSource=PromotedJob
,Diamond Bar,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:02:09,,,MDstaffers,,,Diamond Bar,,California,,jamanetwork,Psychiatry,"Telemedicine Psychiatrist (Diamond Bar, CA)",careers.jamanetwork.com/job/110162807/telemedicine-psychiatrist-diamond-bar-ca-/?LinkSource=PromotedJob
,Rancho Cucamonga,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:02:11,,,MDstaffers,,,Rancho Cucamonga,,California,,jamanetwork,Psychiatry,"Telemedicine Psychiatrist (Rancho Cucamonga, CA)",careers.jamanetwork.com/job/110162806/telemedicine-psychiatrist-rancho-cucamonga-ca-/?LinkSource=PromotedJob
,Cherokee County,MDstaffers,Oklahoma,,,,,,,"Aug 28, 2020",11/01/2021 17:02:12,,,MDstaffers,,,Cherokee County,,Oklahoma,,jamanetwork,Gynecology,"OBGYN (Cherokee County, OK)",careers.jamanetwork.com/job/110162809/obgyn-cherokee-county-ok-/?LinkSource=PromotedJob
,Caruthersville,MDstaffers,Missouri,,,,,,,"Aug 28, 2020",11/01/2021 17:02:13,,,MDstaffers,,,Caruthersville,,Missouri,,jamanetwork,Family Medicine,"Family Medicine Physician (Caruthersville, MO)",careers.jamanetwork.com/job/110162832/family-medicine-physician-caruthersville-mo-/?LinkSource=PromotedJob
,Ocala,MDstaffers,Florida,,,,,,,"Aug 28, 2020",11/01/2021 17:02:22,,,MDstaffers,,,Ocala,,Florida,,jamanetwork,Psychiatry,"Psychiatrist (Ocala, FL)",careers.jamanetwork.com/job/110162810/psychiatrist-ocala-fl-/?LinkSource=PromotedJob
,Shreveport,MDstaffers,Louisiana,,,,,,,"Aug 28, 2020",11/01/2021 17:02:24,,,MDstaffers,,,Shreveport,,Louisiana,,jamanetwork,Psychiatry,"Psychiatrist (Shreveport, LA)",careers.jamanetwork.com/job/110162811/psychiatrist-shreveport-la-/?LinkSource=PromotedJob
,Cherokee County,MDstaffers,Oklahoma,,,,,,,"Aug 28, 2020",11/01/2021 17:02:26,,,MDstaffers,,,Cherokee County,,Oklahoma,,jamanetwork,Family Medicine,"Family Medicine Physician (Cherokee County, OK)",careers.jamanetwork.com/job/110162808/family-medicine-physician-cherokee-county-ok-/?LinkSource=PromotedJob
,Tracy,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:02:29,,,MDstaffers,,,Tracy,,California,,jamanetwork,Psychiatry,"Psychiatrist (Tracy, CA)",careers.jamanetwork.com/job/110162815/psychiatrist-tracy-ca-/?LinkSource=PromotedJob
,Hopkinsville,MDstaffers,Kentucky,,,,,,,"Aug 28, 2020",11/01/2021 17:02:30,,,MDstaffers,,,Hopkinsville,,Kentucky,,jamanetwork,Psychiatry,"General Psychiatrist (Hopkinsville, KY)",careers.jamanetwork.com/job/110162814/general-psychiatrist-hopkinsville-ky-/?LinkSource=PromotedJob
,Los Angeles,MDstaffers,California,,,,,,,"Aug 28, 2020",11/01/2021 17:02:31,,,MDstaffers,,,Los Angeles,,California,,jamanetwork,Hospital Medicine (MD),"Nocturnist (Los Angeles, CA)",careers.jamanetwork.com/job/110162779/nocturnist-los-angeles-ca-/?LinkSource=PromotedJob
